Index,Text,Score
1434,It is Microsoft's best product,1
1435,Only complaint is that the Mac support lags behind Windows versions,-1
1436,Hopefully they update Office to level Office 13 also for Mac and then they would probably get 5 stars,2
1437,The price is a bit too high because you need to pay every month/ every year instead of the old one time payment,2
1438,This subscription key cost is much cheaper than the renewal rate offered by Microsoft,1
1439,"Received the product in less than a week after placing the order and it works just fine!

Background: I had a Microsoft Office 365 Home Premium trial version installed on my computers, and towards the end of the trial period I needed to decide whether or not to buy it from Microsoft or somewhere else",1
1440,"To purchase the annual subscription from Microsoft, it costs $99",0
1441,99 for one year or $9,0
1442,99 per month,0
1443,"Instead, found the key card on Amazon for $69",0
1444,"99 (for the mailing option, mind you the instant download option is still $99",0
1446,"If you can wait for 6-7 days, just order the PC/Mac Key card",0
1447,"Since I was purchasing the license from Amazon, to avoid getting billed by Microsoft in the meantime, I deactivated my license from my account on the Microsoft website",0
1448,"After the key card was delivered, all I had to do was login to my Microsoft account and update the subscription key",0
1449,It accepted it without any issues whatsoever,1
1450,"Also, when I tried to open up MS Word, it asked me for the subscription key and to activate the license which I did",0
1451,This process works for renewal as well,1
1452,"Note: If the office software keeps asking you to update the key even after activating the license, just reboot your computer",0
1453,That solved the problem for me,1
1454,The entire process took just 10 mins,1
1455,So go for it!,1
1456,On time and as advertised,1
1457,Thanks,1
1458,Good price and easy to install,1
1459,"Item delivered on time, was as described in the ad",1
1460,"Undoubtedly the cheapest and best way to buy Office right now, and with unlimited OneDrive storage being announced recently you get a LOT for your money",1
1461,I will buy another keycode like this in a year's time,1
1462,0 problems upgrading 3 computers so far,0
1464,1 a year old running windows 7 and previous version of office,0
1465,"The last one was a cheap walmart acer from 2 years ago, even that upgraded with no issues",0
1466,We have always owned our licenses but this 1 year 5 pack was a bargin so we went this route,1
1467,Good price,1
1468,Everything was great! Just as expected,1
1469,It's Microsoft office,1
1470,It does what is expected,1
1471,"But as usual, Microsoft has made changes to the user interface with no rational reason",1
1472,Some changes are good: i,1
1473,the ability to delete an email from the list of emails provided,0
1474,"Some not so good: the flat, dull, all-gray theme",2
1475,"If you are thinking about purchasing Office 365 so that you can turn your iPad into a serviceable work station, think again",-1
1476,The apps for iPad simply DO NOT WORK,-1
1477,"About one month after purchasing a year's subscription to Office 365, the ""share"" feature stopped working",-1
1478,This means I can't email or provide links to any of the documents I create on my iPad-- which pretty much makes the whole app worthless,-1
1479,"Normally, I would have simply contacted a tech support representative and had the problem resolved that next day",0
1480,That's what I've done with Apple and Amazon,0
1481,Even smaller online companies I've done business with have a quick and easy chat service that allows them to solve problems quickly,0
1482,"A company's accessibility says as much about its confidence in its product as the performance of the product, itself: if they've got nothing to hide and are truly committed to offering their customers the best possible experience, there's no reason for them NOT to be accessible",0
1483,So you can imagine my dismay when I discovered that microsoft tech support is totally and completely inaccessible,0
1484,"After searching the app's ""help"" feature with absolutely no success, after languishing on hold to chat with an online representative that wound up being outsourced and clueless, after digging through the FAQs, forums, and articles to no avail, I came to the sorry conclusion that I could not contact microsoft because it did not want to be found",0
1485,"This is a perfect example of a company that knew it was hawking garbage and, after having flung its refuse in my face, slipped gleefully into the shroud of the inter-web-- never to be seen or heard from again",0
1486,In short: Office 365 for iPad is a scam,-1
1487,I tried to delete and reload the apps with no success,-1
1488,I tried to work directly in word online with no success,-1
1489,I tried saving the documents to the onedrive and directly to the iPad with no success,-1
1490,"Copy and pasting what I've written into the body of an email undoes all of the formatting, and is therefore not a viable option",-1
1491,And before microsoft sends one of its cronies to comment on my review: YES,0
1492,I have absolutely provided the company with a direct comment/feedback on this situation,0
1493,I provided it nearly two months ago and have seen absolutely no change since,0
1494,"So, in utter desperation, I've been downloading all of the updates for the office apps as soon as they become available, hoping that one of them would finally solve the ""share"" problem for iPad",-1
1495,"But instead of improving the apps, the update has only made them worse",-1
1496,"Today's update completely got rid of the ""word count"" feature-- a very basic feature that I rely on to do my job-- and replaced it with some tool that allows me to see the document as a full page instead of the traditional view (",0
1498,"Now when I search ""word count,"" the help feature swears it doesn't exist, never existed",0
1499,And I don't have an extra hour to spend trying to communicate with an outsource technician,0
1500,So today is exactly the day that I decided to stop being nice and write this review,0
1501,"What we have in microsoft is a company so bloated and monopolized that it no longer cares about the woefully shoddy quality of its products, a company that has sold out to join the scam artist conglomerate of comcast and at&t",0
1502,"It's as if microsoft has a whole separate ""Ways to Piss Off Our Customers Thinktank"" department",0
1503,"I swear it does, because there's no possible way it could be more annoying, inefficient, and downright incompetent",-1
1504,"I know there was a lot of ranting in this review, but the takeaway should be this: if you're wanting to work on your iPad, look elsewhere",0
1505,"The Office 365 apps for iPad are buggy and disappointing, and I have zero confidence in microsoft to fix them anytime this decade",-1
1506,Had to weed through several websites to allow me to enter the key code,-1
1507,"When they state - ""Go to this particular website and enter your keycode"", why does that site never exist? Microsoft should have a dedicated site (as advertised) to address this install only",0
1508,Can't beat this price,1
1509,"Don't be misled - this is the full ""Professional"" HARD DRIVE-BASED version of the same MS Office (including Access and Publisher) you would pay $250-400 dollars for in hard media that cannot be renewed - just replaced with another $300 disk version",0
1510,"This is a subscription (annual purchase) program, and is a steal even at the $99 annual price compared to getting a one-time inflated price disk you will be replacing in 2-3 years anyhow when MS pulls support of the product",1
1511,plus you get oodles of free cloud space and Skype minutes every month in addition!  Don't pass up this deal!  I was leery but am not at all disappointed I enrolled in the annual purchase program vs,0
1512,"re-purchasing MS Office every few years, or working with an outdated, unsupported version of the suite",-1
1513,Easy to install on all of our computers/laptops and I feel the price was right for the number of systems this can be installed on,0
1514,"I'm a pretty experienced Office user, but there are not enough negative words for me to describe this product",1
1515,"It's cumbersome, unfriendly, apparently only works on Explorer",-1
1516,It is *not* the same as the regular Office product,-1
1517,"It seemed like a good idea when I purchased it, but completely regret that decision",2
1518,Awesome that I can have this one product to install on all my devices and always have the most up to date version,1
1519,Pretty basic,0
1520,Subscription to Office 365,1
1521,"Software is high quality and prices are dropping on MS software, so 4 stars!",1
1522,Great deal now that they include unlimited OneDrive storage,1
1523,"Fast shipping, Works great, would recommend or purchase again",1
1524,"Needed to buy this to allow me to load Office on my portable device as well as my desktop,  I wish Microsoft allowed multiple installations, like up to 3 at least without spending any more money",2
1525,Something went terribly wrong at Microsoft in 2011-2012,-1
1526,"Predicting that the entire globe would soon be replacing their desktops with touchscreen devices and monitors, Microsoft began designing its software with those users in mind",0
1527,"The best example, of course, is Windows 8, which welded together the traditional desktop experience with a metro UI that was minimally useful to desktop users focused on mouse-and-keyboard productivity",0
1528,"After a deluge of criticism, much of it deserved, Microsoft backtracked and began releasing updates to the OS that reintroduced features and options more suited to the desktop user (like the ability to boot straight to the desktop)",0
1530,"1 was a big step in the right direction for those of us who use our computers for work rather than play, and Windows 10 promises to be an even bigger leap",0
1531,"The problem is, Office 2013 -- which is the Office version that currently comes with the Office 365 subscription -- has the same problem as the initial Windows 8",0
1532,"Regardless of what the spokespeople at Microsoft will say, this office suite was designed with tablet users in mind",0
1533,"On a tablet, the Office 2013 experience is excellent, even elegantly simple and beautiful",0
1534,"Great new features, like synching office settings across multiple devices and greater integration with the OneDrive cloud (a service that I'm a huge fan of), add value",0
1535,"On a desktop, however, it delivers the equivalent of the experience that the metro interface of Windows 8 did",0
1536,All of its aesthetic design strengths become weaknesses on a 22 inch non-touch monitor,0
1537,"It just seems clunky, out of place, and half baked",-1
1538,The first thing professional users will notice is that there is an awful lot of white space in Outlook,-1
1539,Things just seem bigger,0
1540,And it's no accident: the scaling of the software was designed with high-dpi screens (like tablets) in mind,0
1541,"When using Outlook on a normal desktop monitor, you end up reading emails where the name of the sender is an unnaturally large font size",0
1542,"The calendar is no longer visible in the main inbox display, instead replaced by more white space and the aforementioned large font (again, something that makes sense on a higher-dpi display)",-1
1543,"In other words, everything seems out of proportion",-1
1544,Let me rephrase that -- everything IS out of proportion,0
1545,What is worse is the rendering of the fonts,-1
1546,Although this is a problem that actually occurs on all of MS's native application programs in Windows 8,0
1547,"X, it is particularly annoying with Word",0
1548,"After all, I can easily install a different web browser to bypass Internet Explorer, but MS Word is a different beast entirely",0
1549,"In geek language, what MS did was opt to use grayscale font aliasing in these programs instead of the RGB font rendering of its older API",0
1550,"The result, once more, is a great experience on a tablet",0
1551,On a desktop? Fonts seem just a tad blurry or hazy,0
1552,Basically the result is that Office 2013 on a desktop gives you the same font experience you would have had if you had ever deselected the ClearType option on any sort of LCD panel running Windows in the 2000s,0
1553,"What to say about this piece of software then? Well, I uninstalled Office 2013 and reinstalled my old Office 2010",-1
1554,"The problem with 2013 isn't that it does away with the Aeroglass appearance, which I like but am not particularly committed to",-1
1555,My problem is that it does away with it for all the wrong reasons: to create a better experience for tablet users,0
1556,"Yet the people most likely so sit down and work for extended periods of time with MS productivity software - like Office - are likely to be those NOT working on tablets, but instead working on good ol' fashioned mouse-and-keyboard systems",0
1557,MS is fixing its mistakes with Windows 8,0
1558,"It's time they start doing the same with Office 2013, which seems to be fossilizing the mistakes that Windows 8 eliminated over a year ago",0
1559,"Until it does, I am sticking with Office 2010",0
1560,"EDIT: I wanted to update this to account for the fact that I have tried out Office 2016, and it has the exact same font issue that Office 2013 had",0
1561,"So if you subscribe to MS Office 365, and you have a nice desktop monitor, you'll be experiencing the same antedeluvian font rendering effects",0
1562,Terrible,-1
1563,"Wake up, Microsoft",-1
1564,Don't do it!!!  This is a horrible product,-1
1565,"It slows your computer WAYYYYYYY DOWN!  The only thing I did like about it was the ""one drive"" option to have files saved to the cloud, but there are many other options for that (including purchasing space on Amazon's cloud)",-1
1566,Luckily I kept an older version of Office on my computer so I could actually get some work done,0
1567,"But as noted previously, it's hard to actually find a way to GET to tech support let alone actually get an answer",0
1568,"I gave one of the subscriptions to a team member since I had 5 subscriptions to use, she was smart enough to read the reviews so she didn't even load it",0
1569,Seriously Microsoft,-1
1570,why would I want to buy something that REDUCES my productivity????  I should send you a bill for all the time I wasted on this item,0
1572,I chose to buy Microsoft because I can claim it every year on my taxes anyways,0
1573,It's as expected out of Microsoft products; can't complain about anything,1
1574,"It's a bonus to be able to share between devices, BUT I regret using onedrive to do so because it's not exactly syncing like Dropbox - but onedrive sure gives a whole lot more storage space",1
1575,"You win some, you lose some",0
1576,Great product and a great price,1
1577,Easy to use Key card,1
1578,Very quick delivery and as described,1
1579,I was very pleased with the product,1
1580,Came exactly as described,1
1581,Thank you,1
1582,Great,1
1583,Best price,1
1584,Good deal -- all good,1
1585,A great bargain for up to 5 computers,1
1586,The item did not satisfy my need,-1
1587,Shipped fast,1
1588,Exactly as expected,1
1589,"It runs a little slower than my old Office 2003, but it has some nice features",2
1590,"Contrary to popular myths, this product does run without an internet connection and gives you full product capability",1
1591,"It does require an internet connection once a month to validate that the license is still valid, but that is the only online requirement",2
1592,It is actually Office 2013 packaged with some online Onedrive storage and other online capabilities,1
1593,You also have the choice of where you want to store your data - either on your local PC or on the cloud,0
1594,I have Office 365 through my company,0
1595,It has a depressing look,-1
1596,"I can understand they want consistency while in a tablet, that can't have the bezels, etc",0
1597,But I am not on a tablet,0
1598,"I want the colors, bezels and everything that made Outlook 2010 or 2007 or 2003 more clear back",0
1599,"I really is much less of a joy working with the dull, low-power-tablet HTML5 oriented horrible interface",0
1600,Listen to customers,0
1601,A company as wealthy must be careful when customer speak,0
1602,It worked and all is good!!,1
1603,Key card is a great way to renew the Office 365 subscription and save money compared to renewing directly over the web,0
1604,I love it,1
1605,It was easy to install and use,1
1606,Great price,1
1607,Here's to another year of Office 365!,1
1608,"IMPORTANT INFO!  Though it says it is for PC and MAC, Publisher and Access DO NOT WORK on Mac's",0
1609,They should make this clear on the page,0
1610,This is deceptive advertising by Microsoft,-1
1611,I called Microsoft Support and they confirmed this is true,0
1612,"I was looking to buy this to use Publisher on my Mac, but now that I know it will not work, I will just stick with my old version of Office for Mac",0
1613,Though I wonder what else Microsoft isn't telling us,0
1614,I like,1
1615,It takes a little getting used too,0
1616,Arrived on time and no problem installing,1
1617,So far has worked for me,1
1618,Did not experience activation problems,1
1619,Appears parallel to Office 2013 installed on my other laptop,0
1620,"Main complaint: WHY?? After more than a decade, I've always looked for my orange Outlook icon",-1
1621,"WHY did they change the color?? Also, was there something wrong with the ""Contacts"" folder in Outlook? Was it necessary to rename it to ""People""?

Other than that it's ""slicker"" and runs a little faster than previous versions, but still has bugs",0
1622,"Thankfully the bugs don't make me hate it :) and the rest of the ""improvements"" are actually improved",1
1623,(Especially the lower price for the subscription-based purchase - makes it easier to not pirate the software),0
1624,Great,1
1625,Really I got office 2011,0
1626,not the latest version of office,0
1627,with my Mac,0
1628,that is just horrible,-1
1629,If I knew I would only get office 2011 I wouldn't have even bought this,-1
1630,The reason why I even got this was because I wanted to brush up on my excel 2013,0
1631,Microsoft this is the reason why I stopped using your products after 15 years of loyal service,-1
1632,you just keep finding ways to disappoint me,-1
1633,"If you didn't have to share your password with Microsoft, this would be great",0
1634,Office 365,0
1635,Cheaper than buying directly,0
1636,It offers the suite of Microsoft products for a yearly price,1
1637,Buy if you plan on not using Office for that long,0
1638,If you need a regular copy then I would recommend Office 2010 or 2013 Home and Business,0
1639,Which includes Outlook,0
1640,"yep, it's cloud based & works well over all my gadgets",0
1641,This appears to be one of the cheaper ways to renew your Office 365 subscription,0
1642,"This small pack is posted to you, with a Microsoft Office 365 Serial Number",0
1643,This can be used as a new stand alone installation or to renew your last years subscription,0
1644,Works seamlessly,1
1645,Works great and easy to activate,1
1646,I've been a long time Microsoft Office user,1
1647,This in my mind is the best release so far,0
1648,"It's quick, intuitive, and I love how it saves to OneDrive where I can get to any of my documents from any of my devices",1
1649,"Initially, I wasn't sure how it would work on my iPad but after editing some Word documents, I'm very impressed how easily it was to transition from my PC to my iPad",0
1650,Excellent and the price is reasonable,1
1651,Works great and easy to install,1
1652,Just follow the instructions,0
1653,"The only thing you do in put in the Product Key, after you go to www",0
1656,Then follow the link to www,0
1659,is ok,1
1660,Great product! Love that I was able to get it for a bargain on Amazon too,1
1661,Great and easy to work with,1
1662,Easy to install/update,1
1663,Would highly recommend this for anyone needing all that Microsoft has to offer as it is better than the Student version and no different in price,1
1664,It installs on up to 5 personal PC's and 5 Ipads or compatible devices,0
1665,"I already had word, excel, PowerPoint & Onenote on my iPad from my business, so all I did was log out and log in to my iPad with my Microsoft account and it didn't use one of my iPad subscriptions",0
1666,"So download the apps first then log in, why waste one of the key codes if you don't need to",0
1667,It may tell you that its not compatible with the iPad but it is,0
1668,"If you need access any document save it to to your onedrive, and you can access on the go from any Internet",0
1669,Its like having all that you may need while not in front of you,0
1670,Last I looked Microsoft sells it for twice the price online and in retail stores,0
1671,"It does require a renewal at the end of your year, so you can choose to auto renew and enter credit card or Microsoft will send you an email when its time to renew",0
1672,"Also, if you need to put it on another PC just deactivate one by logging in to your Microsoft account you can add it to another PC but this can only be done once every 90 days",0
1673,"So let's say you have it on a personal PC that your child is using for college and they no longer need it, deactivate it and you have another one to use on another PC",0
1674,Just what my household needed and at a lower price,1
1675,Thank you,1
1676,"Office 365 fits all of my expectation for Microsoft Office, and it will download on 5 devices",1
1677,I wouldn't choose anything else,1
1678,Perfect,1
1679,So awesome  no complaints,1
1680,"This is not a review of Office 365, but of the 1 year subscription key card",0
1681,Be careful with purchasing this,-1
1682,"I paid Microsoft for a 1 month subscription of Office 365 Home Premium, then purchased one of these 1 year subscription cards to extend my subscription for another year",0
1683,That didn't work out as planned,-1
1684,I signed up for 1 month of Office 365 on 8/23/2014 with an expiration date of 9/23/2014,0
1685,I applied this key card on 9/6/2014 and it showed an expiration date of 10/5/2015,0
1686,What the heck?! Shouldn't it extend my subscription until 10/23/2015??? The short answer is NO,-1
1687,I contacted Microsoft support and had a very long chat with an agent before discovering that the key card I purchased was for a 1 year free TRIAL of Office 365,0
1688,"I had already purchased a 1 month subscription, and then started a TRIAL that would run concurrently with my paid subscription",0
1689,The TRIAL does not extend a subscription,-1
1690,"I reviewed the listing on Amazon and the packaging of the key card and did not find any indication that what I had purchased was a repacked TRIAL of Office 365, but that's what it is",0
1691,"This key card probably works fine on its own if you're new to Office, but beware if you're looking to extend a subscription",0
1692,I'm double paying for 17 days of my subscription and Microsoft wouldn't do me a solid and extend my subscription a couple of weeks,0
1693,MS Office subscription model is good,1
1694,5 PC license is also good for families,1
1695,"However, Microsoft, I will not buy subscription to your OS",-1
1696,The day OS becomes a subscription is the day I will dump MS completely (including Office),-1
1697,Exactly as described!,1
1698,"Shipped on time and was easy to install, Hope my grandkids can teach me how to use it",1
1699,I bought this so that I could add it to other computers,0
1700,For some reason this will not work,-1
1701,This is very disappointing,-1
1702,Not worth it!,-1
1703,I am writing this to warn people about one major issue,-1
1704,The IDEA of having copies of office on multiple computers and saving your files to one drive is terrific,0
1705,"With that, you don't have to remember which computer has which document",-1
1706,"If you are working on something large, like a book, you can work on it at whichever computer is available",0
1707,This is a tremendous potential benefit,0
1708,The current execution of that idea can be a nightmare,-1
1709,"I cannot tell you how many times I have had to sort out which version is my current version, and which version was the previous version",0
1710,"After using this software for hours at a time most days over 5 months, I still find it difficult to know the correct answer when I open a document and face the dreaded question ""Which do you want to keep? Keep server version, or Keep My version""",0
1711,Apparently one of those didn't get my changes,-1
1712,Just yesterday I saved a document which appeared to both save and upload correctly,0
1713,Then this morning I was faced with the dreaded question,-1
1714,"As both saving locally appeared to work, as well as uploading, shouldn't they both have my changes? I chose ""Keep my version"", since saving locally seemed more likely to have succeeded",0
1715,Wrong! All my changes were gone,-1
1716,"Ironically, they really had been uploaded, as I could find the changes in the previous version on the onedrive website",0
1717,Writing something like a book this sort of issue can be dramatically more painful,-1
1718,"What if the last time you touched it (a week ago) you made important but key updates in a few places, but you don't recall what they were anymore? Then you have to download both versions and use compare documents just to avoid accidentally trashing all those changes",0
1719,Great price!,1
1720,Paid a great price through the seller,1
1721,Installs quick,1
1722,Works like you expect office to work,1
1723,"Bought it from Amazon, keeps saying The product is not intended for your identified region when I try to install",0
1724,"I struggled with the idea of a  subscription based Office program, overall I could not be happier",1
1725,"You get the latest and greatest program, to use on 5 machines, and 5 Microsoft accounts now get 1TB of OneDrive space, I have a lot of files, but 1TB covers all I need, then I have it all everywhere",0
1726,Good,1
1727,The key I received had already been activated on 11/3/2013,0
1728,Seems like a scam to me,-1
1729,Good software thanks,1
1730,Nice deal easy to use,1
1731,best angle for an office 365 subscription,1
1732,Great Price & 5 devices! pretty easy either put the code in word where it asks or download fresh version from Microsoft,1
1734,Great product at a great price,1
1735,Highly recommend,1
1736,Good,1
1737,"It's office, a necessary evil of bloatware",-1
1738,This is just an activation key #,0
1739,The one I received was still shrink wrapped and the code activated with Microsoft,2
1740,"Great item, fast shipment, thank you!",1
1741,it was not easy to get installed,-1
1742,I have to involve Microsoft and my country was not listed as country to use this office 365 home key card,0
1743,If I did not have the privous office installed it would be a big issue,0
1744,Works as Advertised,1
1745,Great product has everything I need,1
1746,Easy-to-use,1
1747,Would buy again,1
1748,Just as advertised,1
1749,"My existing software was in need of an update, and Office 365 has done exactly that",1
1750,"While I experienced some challenge in downloading this particular package, the tech staff at M/S were very helpful, and all is well",2
1751,Simple easy to apply and the best deal on Office 365 I have seen,1
1752,A little known secret is that you can buy several and apply them immediately for a multi-year subscription period with rate locked in to this price,0
1753,"Had STRONG reservations about the ""Subscription"" method for any software, let alone a Microsoft product",0
1754,"However, the price seemed right ($64), at least for the first year, and it allowed me to load MS Office on five computers",0
1755,So I leaped into the parade,0
1756,"Well, let me say that this system is what computers were designed for! I installed Office on my wife's computer and then on mine",0
1757,"The ""OneDrive"" feature allows me to transfer files back and forth between our computers easily",0
1758,"Before this, I would network a file and save it to her desktop",0
1759,Using OneDrive seems more efficient,1
1760,Then I installed the MS Office Mobil app on our Samsung Smart phones,0
1761,The app is free and gives us access to anything we put on OneDrive,1
1762,"The Office app, however, cannot be installed in my wife's ASUS tablet (purchased from Amazon, of course)",-1
1763,But I was able to install OneDrive on the ASUS and Word docs can be opened using the Polaris app (just not the one for tablets - go figure),-1
1764,"So now, thanks to Office 365, we have access to any files we want to access (and so does the whole world, to be sure)",1
1765,And I still have three more installations to go,0
1766,"Office 365 has received some negative reviews, but for my purpose it works great!",2
1767,The product key card works like a charm--entered it in the middle of the trial and we got one year and a month! The idea that support never expires and that we'll always have the most current edition of such a staple works for us,0
1768,wish they had the disk instead,-1
1769,Easy to install,1
1770,It was exactly what I was expecting and what I needed!,0
1771,"Buying one Office package that upgrades and updated my five computers, including my daughter's Mac, great!  Then you throw in an hour of free international Skype per month with relatives overseas, it is truly great",0
1772,"And, then there is the 1TB of memory in the Cloud",0
1773,"Having a windows phone, I'm all in",0
1774,works fantastic with my Mac and my MacBook Pro,1
1775,the only draw back is the clip art is not like Microsoft windows,-1
1776,Other than that it is fantastic,2
1777,Most of us just need it for any type of work! I just hate having to purchase this EVERY year!,0
1778,What you're buying is a code number that extends your Office 365 Home subscription for a year,0
1779,Getting it at the best price from a reliable source is definitely the way to go!,1
1780,"Not only do you get the greatness of the full Office suite, you now get 1 TB of online Onedrive storage",0
1781,"****NOTE: If you want to skip the long version, jump to the bottom for a short summary",0
1782,"****

****Long Version****
My wife and are are busy professionals with very different schedules",0
1783,We've come to see time as a valuable commodity and needed to have a calendar experience that could be shared across all of our devices,0
1784,"We were both very familiar with Outlook, so we researched Office 365",1
1785,"Given the cloud functionality, OneDrive with 1TB each, and regular updates to the newest versions, it seemed like the best option for us",0
1786,I use a PC at home and a ThinkPad for work when I travel,0
1787,She uses a Macbook Air and an iMac,0
1788,Little did we know that Microsoft has decided to stop supporting (or at least poorly support) their Mac products,0
1789,"I received the product key in the mail, started it up, and downloaded everything into my PC first",0
1790,I set up both of our webapp accounts and shared some calendars,0
1791,I then started working on her iMac next,0
1792,This is where I ran into a problem,0
1793,"After a couple hours of trying, I just could not find a way to cloudshare anything between my PC, our webapps, and her Outlook account",0
1794,I figured that it was some problem on my end,0
1795,"I'm used to troubleshooting things, so I started working on it",2
1796,"After spending another 3-4 hours on it myself unsuccessfully, I finally decided to contact Microsoft",-1
1797,Know that I fully updated everything and explored the online tech support,0
1798,"First, I was directed by an online chat tech to the phone support line",0
1799,"There, I was told that they NO LONGER have a tech support phone line",-1
1800,"That's right, if you buy a Microsoft product for your Apple products, you are a second class citizen",-1
1801,"You no long have access to a live person!

As for what Mac tech support was available, she first directed me to a site that no longer worked",0
1802,"When I explained this, she carefully spelled it out again (as if I couldn't figure it out), then seemed surprised it still didn't work",0
1803,"She had to troubleshoot this, before finally finding the NEW Mac support site",0
1804,The new site mostly contained things I had already found,0
1805,Microsoft basically continued to lead me to believe that there was some way to make all of this work between a Mac and a PC,0
1806,"Eventually, I had to go to the community forums",0
1807,"After about an hour of searching there, I discovered that there is no way to do what the product says it does",0
1808,Office 365 CANNOT share with iMacs or Macbooks,-1
1809,"You get an older, outdated product that somehow is advertised as ""new",-1
1810,""" Basically, its Office 2011 for Mac, which we already purchased for her three years ago! The WHOLE REASON we bought Office 365 to begin with was to have products that could work together among my Windows PC and Thinkpad and her iMac and Macbook

This borders on false advertising",0
1811,"Its appalling that there is no explanation of this anywhere, not even on the Microsoft website",0
1812,They do not tell their support team this and I doubt their sales team knows either,0
1813,"After some searching, I did find out that we could spend additional money ($4 a month) to own our own Exchange account to make this work",0
1814,That is the only way,0
1815,"I'm debating just biting the bullet, but it would make me more angry to let them extort more money out of money to use an inferior product that I already paid for previously",0
1816,"****SUMMARY****
Macs get an inferior product from four years ago as a part of Office 365 that has no cloud functionality",0
1817,"If you want to do what Office 365 says it does, with Macs AND PCs, you need to pay more money ($4 a month) to rent your own exchange server for each person with a Mac account",0
1818,"Thus, this will cost you at least $196 a year, rather than the $100 Office365 advertises",0
1819,"Basically, THIS DOES NOT SHARE WITH MACS",0
1820,"As an early adopter, I was pretty thrilled to try out Office 365 on my iPad",0
1821,I used it for about a week,0
1822,I haven't used it since,0
1823,"While they did an excellent job nailing the interface on iOS, there are a lot of features that are missing",0
1824,"Drawing tables in Word, for instance, is nowhere near as robust as what's found on the desktop",0
1825,"So designing something like a wireframe or a newsletter is very difficult, if not impossible",0
1826,"Otherwise, Office 365 is the same Office we've all grown to love and hate over the years",0
1827,And the subscription model is great,1
1828,I'd be pretty upset with myself if I'd plunked down several hundred dollars for this software,-1
1829,Excellent!,1
1830,"I have this product on my home computer, work computer, and my phone",1
1831,Great! I love it and will be reupping it next year!,1
1832,Bought to renew my subscription,0
1833,Worth waiting a couple of days to save money!,1
1834,This product is not intended for your identified region,-1
1835,Please contact support for help,0
1836,"Awesome, Awesome, Awesome , Oh,  Did i I say how awesome this product is",1
1837,"I have this installed Office 365 on my main desktop ,and all users of my desktop (Wife, Guest) can use the software",0
1838,"I can also then install on a tablet ,  still  only counts as 1 install",0
1839,I shared with 4 other that can  install on their desktop and tablets,0
1840,"All  main users get 1 TB of Free storage that alone is huge but we also all get  Word, Excel, Power point, One Note,  Publisher, Access & 60 min of Skype",0
1841,This has been of the best services I pay for on a yearly basis,1
1842,If there is a better bang for the buck I would  love to hear it,1
1843,The price alone for 1tb of cloud storage (accessible on almost any device) beats any service that I have used,1
1844,I would HIGHLY recommend office 365 to anyone without hesitation,1
1845,This is a great value and a really good product,1
1846,It now comes with 1 TB of onedrive storage,0
1847,That is more than many of you have in your ultra books and other flash based devices such as tablets and phones for sure,0
1848,One note is really good,1
1849,WHY TO WAIT FOR THIS IT WOULD BE BETTER DOWNLOAD DIRECTLY,1
1850,"I first purchased this product at Best By, but TWICE I had to return the key because it wasn't activated properly by them",1
1851,I purchased it on Amazon for 40% less and the key worked the very first time! The only reason I took away a star is because the install took a few tries,1
1852,"I installed it on two computers, both new computers with Windows 7, and both times I had to restart the computer and start the install over before the installed properly",0
1853,The subscription key was easy to activate,1
1854,Sharing the subscription with others in my household was a little cumbersome,0
1855,this is a good product,1
1856,It works as described,1
1857,"I was suppose to be able to use it on up to five computers, it worked on one and locked up",2
1858,"This is great , the office365 home was easy to use and get my started quickly",1
1859,Amazon was very speedy with get my key card to me in great time,1
1860,Not bad; better than nothing; or going to the library,2
1861,I have rarely had any problems with Microsoft products,1
1862,This was easy to install and I was up and running again in no time,1
1863,Works well and as expected,1
1864,Worked like a charm!,1
1865,Received product on time and the card worked as advertised,1
1866,Cannot live without it!,1
1867,Great value!  Installed just fine,1
1868,Being able to load onto five separate PCs via a subscription service is a winner,1
1869,"I love this product, it was easy to install, arrived faster than expected and the price was great, and I was able to installed it on my laptop and my desktop",1
1870,Have used this product before and great for everyday use,1
1871,Would recommend to everybody including students and price is right,1
1872,"Great product, kids need it for school and a lot of other programs are not as user friendly! Thank you!",1
1873,"So, even though there are alternatives, for business purposes, I prefer to have something I can count on working during a source document exchange",1
1874,"The price is significantly less than from Microsoft, and they just upped the amount of sky drive storage you get",1
1875,"Good for 5 users / devices, so its actually a bargain",1
1876,"A part from the slight problem installing, and the fact that I have had a hard time sharing with my other e-mail accout",1
1877,This is a great product,1
1878,"The customer service helped me do the initial installation, since it wasn't recognizing me",1
1879,"It took a bit, but the customer service was very helpful and patient with the situation",2
1880,"Programs themselves, I have not yet used all of them, but my husband loves how rapid they work",0
1881,I purchased the key on April 17th great deal,0
1882,I had to refresh my computer because of software problems and now the key doesn't work and microsoft says it is invalid,0
1883,Not Happy!!,-1
1884,"Not a big fan of Microsoft's selling of beta products, where you have to find where the bugs are on your own and hope Microsoft will release a fix",0
1885,My College requires purchase over allowing for free based products to be used in classes,0
1886,"So far, so good",1
1887,The real challenge is going to come when it's time to renew,0
1888,I can recall paying $399 for the full boxed version of MS Office and not activating it back when we had the choice,0
1889,I went six or seven months before I'd opened MS Word 50 times and the program forced me to activate,0
1890,"The expense breaks down less expensive this way, (so far)",0
1891,"All of the office functions word as expected, but the Outlook function really needs some serious help",0
